id,B_confidence,y_correct,truncated,text_length
A01357,0.9982545971870422,1,0,179
A01525,0.9708769787102938,0,1,542
H00854,0.9620043635368348,0,0,287
A01738,0.9991373787051998,0,0,179
A01971,0.9550857543945312,1,0,189
A01732,0.9958439469337464,1,0,358
H00396,0.9232722520828248,0,0,273
A01281,0.9990776777267456,1,0,486
H00951,0.7427542805671692,0,0,287
H00305,0.9547061920166016,0,0,166
A01447,0.966582428663969,0,0,115
H00190,0.98536925483495,1,0,405
A01266,0.7601848095655441,0,0,282
H00721,0.9993680450716056,1,0,170
H00843,0.9790118653327228,1,0,402
H00499,0.960729792714119,1,0,294
A01233,0.9966655182652177,0,0,107
H00898,0.9674420803785324,1,0,268
A01852,0.999733265634859,0,0,464
A01715,0.9992349147796632,1,0,260
A01388,0.9882259191945196,0,0,163
A01981,0.9988885521888732,1,0,394
A01875,0.9997227332787588,0,0,481
H00496,0.9960730844177306,1,0,443
A01449,0.9995877810870296,0,0,120
A01282,0.994117259979248,1,0,483
A01409,0.8242136538028717,0,0,101
H00527,0.9402180910110474,0,0,377
A01800,0.9997383984737098,0,0,492
A01624,0.9996032283524984,0,0,103
H00072,0.99970641368418,1,0,206
H00876,0.9762453641742468,1,0,257
H00622,0.9939830899238586,0,0,341
A01440,0.9987086912151426,0,0,142
H00912,0.9893175922334194,1,0,311
A01000,0.8964039087295532,1,0,144
A01356,0.7220472991466522,0,0,287
H00326,0.9871399998664856,0,0,231
H00517,0.9921981692314148,0,0,324
H00686,0.9978346962016076,1,0,208
H00427,0.9933799048885704,1,0,316
H00444,0.9955089851282536,1,0,361
A01491,0.9535903930664062,1,0,459
H00677,0.9993184226914308,1,0,162
H00353,0.9842890948057176,1,0,374
A01864,0.9411554224789144,0,0,484
H00629,0.9996065196755808,1,0,436
A01458,0.9278598055243492,0,0,342
A01438,0.993031084537506,1,0,246
A01114,0.9922306942753494,0,1,520
H00339,0.9939727187156676,0,0,359
H00944,0.9985465573845432,1,0,336
H00728,0.9633034467697144,0,0,209
A01442,0.9550114870071412,1,0,153
A01446,0.9979584217071532,1,0,107
H00702,0.980999743565917,1,0,176
H00981,0.999753875832539,1,0,285
H00492,0.6018592119216919,0,0,313
H00828,0.9996146096673328,1,1,991
A01850,0.9833460375666618,0,0,493
H00683,0.9949229289777576,1,0,171
A01602,0.9988013505935668,1,0,314
H00376,0.9996321827929932,1,1,528
A01593,0.993703067302704,1,0,422
A01338,0.9992347955703736,1,0,488
H00872,0.8963988348841667,1,0,180
H00481,0.9963793600909412,1,1,662
H00529,0.8424205929040909,1,0,374
A01861,0.9460886120796204,1,0,477
H00868,0.9989761434262618,1,1,861
H00923,0.7860852628946304,1,0,270
A01748,0.993266224861145,1,0,309
H00476,0.836694061756134,1,0,296
A01836,0.9943129178136588,0,0,482
H00757,0.9584903232753276,1,0,245
H00168,0.9831565022468568,0,0,279
A01701,0.7449780404567719,0,0,488
A01973,0.8407900780439377,0,0,219
A01744,0.8895105719566345,1,0,266
H00217,0.9791441559791564,0,0,270
H00154,0.9809693191200496,1,0,431
H00548,0.9752407912164928,1,0,313
A01093,0.9966435432434082,1,0,235
A01682,0.9924746155738832,1,0,449
A01541,0.9991163611412048,1,0,410
A01622,0.9808409716933966,0,0,431
H00982,0.9533647783100604,1,0,258
H00762,0.97317511215806,1,1,608
A01181,0.9982513837749138,0,0,164
A01907,0.9985800981521606,1,0,215
A01475,0.9877301687374712,0,0,374
A01642,0.7476896941661835,0,0,210
H00040,0.9994466678472236,1,0,271
A01016,0.991645872592926,1,1,524
H00566,0.9546629190444946,0,0,404
A01536,0.998028635745868,0,0,403
H00860,0.999752753705252,1,0,90
A01002,0.9982274174690248,1,0,136
A01884,0.9967622859403492,0,0,85
H00827,0.9990920735872352,1,0,360
H00214,0.9992593455244788,1,0,243
H00322,0.697891354560852,1,0,239
H00770,0.9997124161745888,1,0,444
A01242,0.9961888194084167,1,0,148
A01170,0.9957506656646729,1,0,242
H00753,0.9996294391457924,1,1,903
A01196,0.9989959597587584,1,0,326
H00150,0.98688549362123,1,0,342
A01849,0.999656740721548,0,0,481
H00938,0.7766236662864685,0,0,331
A01482,0.9993014022475109,0,0,423
A01129,0.9898184463381768,0,0,270
A01010,0.7851134389638901,0,0,172
H00933,0.9996234815043864,1,0,215
H00506,0.8597287088632584,1,0,356
H00972,0.9985031691612676,1,0,234
H00448,0.9763415213674308,1,0,335
A01280,0.9993495313683524,0,0,486
H00349,0.965945027768612,1,0,328
A01270,0.9683381170034407,0,0,468
H00145,0.9968332648277284,0,0,294
A01396,0.9176601767539978,1,0,313
A01063,0.7438157796859741,0,0,368
A01812,0.999718193867011,0,0,139
A01019,0.999233603477478,1,0,300
A01499,0.9973491730634124,0,0,417
H00174,0.9836999401450156,1,0,269
A01331,0.9995568036974872,0,0,482
A01294,0.6212543547153473,0,0,219
H00949,0.9996456611261236,1,0,334
H00480,0.9948682049289346,1,1,520
A01721,0.9957565665245056,1,0,438
H00795,0.9857758162543178,1,0,164
A01443,0.9937410214915872,0,0,141
H00632,0.9991916880244388,1,0,359
H00406,0.9441481232643129,1,0,315
A01912,0.99923574924469,1,0,210
H00838,0.9869006741791964,1,1,600
H00088,0.9996853593038396,1,0,175
H00695,0.979620549827814,1,0,249
A01757,0.9896948337554932,1,0,316
A01096,0.9952802937477828,0,0,109
A01825,0.999748119880678,0,0,481
H00036,0.9992778879241088,1,0,239
A01094,0.9872316913679242,0,0,197
A01653,0.987888066098094,0,0,147
A01423,0.9784474465996028,0,0,113
H00039,0.9994216222548856,1,0,347
A01332,0.99911230802536,1,0,485
H00656,0.9995399112231098,1,0,240
A01301,0.9834035225212574,0,0,284
A01391,0.9992575633223169,0,1,514
H00067,0.9996167398057878,1,0,367
H00412,0.9996610848756972,1,0,354
H00891,0.937092661857605,1,0,283
A01033,0.9164538681507112,0,0,253
H00193,0.9896503696218132,1,1,1268
H00754,0.9996422707044984,1,1,790
H00450,0.9992446868564002,1,0,327
H00899,0.8332192301750183,1,0,254
A01450,0.8783023729920387,0,0,173
H00471,0.9994067584630102,1,1,616
A01974,0.9499152451753616,0,0,123
H00204,0.811385914683342,1,0,276
A01478,0.964591469615698,0,0,393
A01940,0.999241590499878,1,0,238
H00735,0.9970649143215268,1,0,196
H00692,0.9933794471435248,1,0,257
H00424,0.9810426104813814,1,0,335
A01062,0.9917688369750975,1,0,145
A01267,0.9899718761444092,1,0,472
H00287,0.9963751435279846,0,0,296
H00699,0.998429308179766,1,0,263
H00709,0.9997255233465694,1,0,183
A01490,0.9986236095428468,1,0,332
H00010,0.9994190883007832,1,0,203
A01628,0.9809607788920404,0,0,284
A01289,0.9733127951622008,1,0,485
H00961,0.9996660928009078,1,0,279
A01630,0.55647873878479,1,0,468
A01208,0.7372343242168427,0,0,419
H00367,0.9913059873506428,1,1,745
A01958,0.9996843549306504,0,0,466
H00567,0.9551974534988404,0,0,340
A01274,0.9956142902374268,1,0,137
H00962,0.9946502675302328,1,0,252
H00918,0.977196991443634,0,0,315
A01970,0.7233233153820038,0,0,343
A01821,0.9971469044685364,0,0,474
H00570,0.9932128190994264,0,0,425
H00634,0.9989191108616068,1,0,208
H00782,0.9995286270568612,1,0,234
H00153,0.9851304283365608,1,1,1169
H00432,0.9995956191269216,1,1,714
A01513,0.9978590607643129,1,0,390
A01307,0.967802882194519,0,0,271
A01626,0.997382825706154,0,0,143
H00676,0.9996445310534908,1,0,228
H00243,0.9488719701766968,0,0,316
A01877,0.9991405010223388,1,0,475
A01497,0.9896913170814514,1,0,329
A01575,0.997209131717682,1,0,380
H00719,0.9996351603185758,1,0,180
H00596,0.7865735739469528,1,0,347
H00245,0.9498862624168396,0,0,279
A01638,0.967729151248932,1,0,268
H00768,0.998591984040104,1,0,325
A01778,0.9992051720619202,1,0,172
A01414,0.9972730278968812,1,0,238
A01444,0.9762388356029988,0,0,174
A01327,0.7533085942268372,0,0,483
H00724,0.9638794027268888,1,0,224
H00177,0.983045481145382,1,0,322
H00230,0.6790539026260376,1,0,402
A01048,0.9583815336227416,1,0,475
A01465,0.9995785898645408,0,0,418
H00158,0.9436959624290466,0,1,714
H00169,0.870131179690361,1,0,248
A01398,0.9896949529647828,1,0,125
A01334,0.6864066123962402,0,0,490
H00901,0.9948286688886584,1,0,267
A01283,0.9992358684539796,1,0,487
A01806,0.9996760950889438,0,0,459
H00323,0.7704753130674362,1,1,568
H00509,0.9656105041503906,0,0,368
H00415,0.9898727349936962,1,0,362
H00609,0.971605671569705,1,0,364
H00515,0.8192202150821686,1,0,317
H00220,0.923688605427742,1,0,231
A01799,0.9995708524947986,0,0,481
A01164,0.99485445022583,1,0,439
A01456,0.998067319393158,1,0,278
A01169,0.9910430908203124,1,0,369
H00192,0.9746033363044262,1,1,1514
A01078,0.998637738986872,0,0,463
H00881,0.9739762395620346,1,0,251
A01320,0.9960949467495084,0,0,379
A01858,0.9974494576454164,1,0,473
A01555,0.9991359114646912,1,0,367
A01485,0.9794684052467346,1,1,522
H00579,0.9365468919277192,1,0,396
A01518,0.9717329312115908,0,0,431
H00236,0.8193962872028351,1,0,243
A01290,0.9974294304847716,1,0,330
A01441,0.6752996742725372,0,0,146
H00761,0.9335742369294168,1,0,226
A01999,0.9997152619762346,0,0,479
A01670,0.9955136072821916,0,0,402
H00844,0.967910885810852,0,0,41
H00707,0.9996412071341184,1,0,311
A01461,0.9991959929466248,1,0,326
A01038,0.7510912716388702,0,0,344
H00682,0.9988950208062306,1,0,243
H00371,0.9897223748266696,1,0,269
A01816,0.9992742142057978,0,0,486
A01028,0.9991493225097656,1,0,417
A01768,0.9992249011993408,1,0,303
A01543,0.9992332458496094,1,0,422
A01759,0.7577565461397171,0,0,94
H00281,0.9829133469611406,1,0,461
A01411,0.9995461563230492,0,0,57
H00772,0.996516903396696,1,0,456
A01544,0.5848055481910706,1,0,399
A01790,0.7999151945114136,0,0,442
A01540,0.9991305470466614,1,0,418
H00126,0.999196556629613,1,0,332
H00581,0.9848290085792542,0,0,334
H00685,0.9969341750256716,1,0,175
H00528,0.8733323067426682,1,0,316
A01269,0.993301510810852,1,0,76
H00743,0.998490099911578,1,0,177
A01248,0.9930623741820456,0,0,162
A01022,0.9533589482307434,1,1,526
H00842,0.9901448264718056,1,0,61
A01141,0.997117519378662,1,0,218
H00977,0.7523765414953232,1,0,289
A01770,0.999231219291687,1,0,347
H00019,0.9996493581857068,1,0,328
H00862,0.9992161374539136,1,1,1189
A01422,0.9727267622947692,1,0,86
H00381,0.9996682526834776,1,0,341
A01704,0.9689621925354004,1,0,158
A01484,0.8476935774087906,0,0,423
A01769,0.9992358684539796,1,0,380
H00895,0.9997003876487724,1,0,241
A01386,0.5537050366401672,0,0,155
A01862,0.9997419158753472,0,0,438
H00799,0.9987291868310422,1,1,949
A01763,0.9803469367325306,0,0,66
A01111,0.9815712571144104,1,0,288
A01139,0.6445413529872894,0,0,300
A01977,0.999723474815255,0,0,149
H00557,0.7374193966388702,1,0,422
H00877,0.952103853225708,0,0,273
A01936,0.9746083617210388,1,0,68
H00691,0.9960035481490196,1,0,278
H00384,0.9661023914813996,1,0,311
H00146,0.995029733516276,1,0,236
A01315,0.9531810097396374,0,0,328
A01395,0.9589129909873008,0,0,79
H00974,0.9997534796129912,1,0,209
H00883,0.9996558831480796,1,0,229
H00586,0.9983755350112916,0,0,452
A01126,0.9949495298787951,0,1,581
A01934,0.999743947177194,0,0,395
A01728,0.8154112696647644,0,0,364
H00546,0.9500350020825864,1,0,478
H00054,0.9996229315293022,1,0,256
H00740,0.9997187513508834,1,0,267
A01552,0.9987849593162536,1,0,298
H00931,0.9926123940385878,1,0,229
A01892,0.999214768409729,1,0,189
H00097,0.9996848369482904,1,0,215
A01879,0.99972874118248,0,0,486
A01953,0.9564913511276244,1,0,126
H00954,0.9737430214881896,0,0,233
A01587,0.9941755533218384,1,0,414
A01991,0.9997275423957036,0,0,123
A01145,0.9906270503997804,1,0,262
A01724,0.9992002844810486,1,0,127
A01272,0.991179883480072,1,0,113
A01153,0.9995278661663178,0,1,516
H00334,0.966693103313446,0,0,220
A01358,0.9023250192403792,0,0,154
A01978,0.8747575283050537,1,0,165
H00916,0.996334019349888,1,0,347
A01072,0.9799740314483644,1,1,525
A01431,0.9957389831542968,1,0,330
H00704,0.92782311886549,1,0,176
H00209,0.9486346542835236,1,0,241
H00486,0.8236320614814758,0,0,286
A01771,0.9992254972457886,1,0,147
A01454,0.9963008165359496,1,0,309
H00431,0.9997214914765208,1,0,261
H00820,0.9993311937432736,1,0,332
H00086,0.9942494346760212,1,0,437
H00783,0.9996436125366016,1,1,745
H00026,0.9887246862053872,1,0,230
H00436,0.9748024735599756,1,0,281
A01323,0.9857290843501688,0,0,477
A01448,0.9370946809649467,0,0,125
A01703,0.9551777839660645,0,0,381
A01168,0.9984557628631592,1,0,354
A01690,0.9997470981325024,0,0,453
A01263,0.9842509031295776,1,0,162
A01834,0.9997304484131746,0,0,495
H00641,0.999747663649032,1,0,202
H00087,0.9996236824372318,1,0,235
A01838,0.9996871739567724,0,0,466
A01098,0.9519665241241456,1,0,126
A01023,0.9990955591201782,1,0,245
A01694,0.9997411420335992,0,0,442
H00715,0.9932063561864196,1,0,217
H00263,0.9993861669208854,1,1,646
H00853,0.999667057854822,1,1,991
A01013,0.9922475814819336,1,0,389
A01679,0.9813458155840636,0,0,340
H00805,0.9997497900913004,1,1,963
A01656,0.9996220156026538,0,0,311
A01528,0.9989113807678224,1,0,327
H00633,0.999358081491664,1,0,165
A01681,0.9995928514981642,0,0,455
A01025,0.9991858601570128,1,1,531
H00769,0.9989033149322496,1,1,1247
A01349,0.998991148546338,0,0,489
A01827,0.9578319787979126,1,0,124
A01495,0.7649673521518707,0,0,249
H00590,0.9900251543149352,1,1,570
A01173,0.9992343187332152,1,0,341
A01794,0.99964949322748,0,0,472
A01416,0.9992215633392334,1,0,268
A01601,0.9702109694480896,1,0,296
A01460,0.9992246627807616,1,0,261
H00489,0.99209223408252,1,1,903
H00841,0.8228817731142044,1,0,314
H00317,0.8484039902687073,1,0,270
H00531,0.997276484966278,0,0,418
A01885,0.8694482147693634,0,0,62
A01920,0.7318286895751953,1,0,177
H00382,0.951934054493904,1,1,525
H00730,0.96431253105402,1,0,181
A01060,0.9968546628952026,1,0,222
A01814,0.9937120676040648,1,0,484
A01255,0.9854640383273364,0,0,339
A01006,0.9780368655920028,0,0,180
H00603,0.9665616750717164,0,0,344
A01774,0.999236822128296,1,0,183
H00125,0.9984968152130024,1,1,1122
A01204,0.9997320099791978,0,1,542
A01537,0.7471555471420288,1,0,367
H00991,0.986623926088214,1,0,212
A01077,0.9989153146743774,1,1,521
A01404,0.8820564150810242,1,0,206
H00219,0.9882199764251708,0,0,274
A01967,0.9760770332068204,0,0,278
A01034,0.7252187430858612,0,0,319
A01918,0.999729603092419,0,0,297
A01952,0.9400800466537476,1,0,128
H00630,0.9996935644303448,1,0,161
A01641,0.9895265102386476,1,0,460
A01117,0.9992343187332152,1,0,227
H00221,0.9872726975008844,1,1,653
H00661,0.9996274869772606,1,0,306
A01964,0.999237298965454,1,0,246
H00915,0.9994051516405308,1,0,403
H00746,0.9997127512760926,1,0,308
A01256,0.987815797328949,1,0,232
A01407,0.7587800472974777,0,0,161
H00135,0.9499614238739014,0,0,278
H00593,0.9337158799171448,0,0,278
H00998,0.8364540487527847,1,0,236
A01891,0.9997077410516796,0,0,239
H00789,0.9997215610346756,1,0,510
A01844,0.7657230049371719,0,0,485
A01374,0.9630034230649472,0,0,261
H00599,0.9552892446517944,0,0,418
A01979,0.9005788639187813,0,0,321
A01250,0.9987411621259524,0,0,342
H00201,0.8112896382808685,1,1,959
H00328,0.9809318762272596,1,1,623
A01798,0.9995288912032264,0,0,490
H00012,0.9996999591530766,1,0,214
H00665,0.9997501870093402,1,0,307
H00249,0.999683621310396,1,0,276
A01079,0.9988697171211244,1,0,505
A01051,0.9394246339797974,1,0,363
H00765,0.9997182806255296,1,0,322
H00210,0.6963491141796112,1,0,432
A01615,0.994628608226776,1,0,402
A01739,0.7534213662147522,0,0,165
A01466,0.9990247238310984,0,0,486
A01631,0.7383988499641418,0,0,445
H00282,0.9965084493160248,1,1,516
A01832,0.8893466740846634,0,0,487
H00512,0.927953526377678,1,0,397
H00172,0.9979449620004744,1,0,230
H00385,0.999475018994417,1,0,299
A01415,0.9771857596933842,0,0,55
A01220,0.9988526105880736,1,0,412
A01246,0.9991948008537292,1,0,213
A01726,0.9987574815750122,1,0,301
A01257,0.9991695880889891,1,0,298
H00390,0.948695421218872,0,0,305
H00188,0.9958189129829408,0,0,222
A01997,0.9991971850395204,1,0,298
A01275,0.9995939410873688,0,0,485
A01252,0.9997130020346958,0,1,533
H00583,0.9895667433738708,0,0,410
A01452,0.9992052912712096,1,0,315
A01756,0.9943822622299194,1,0,420
H00671,0.99968095580698,1,0,155
A01529,0.9327577725052834,0,0,429
H00714,0.9996810166630894,1,0,206
H00056,0.9994562606443652,1,0,253
H00057,0.9996528116171248,1,0,161
A01131,0.8637104332447052,0,0,233
A01284,0.9702633451670408,0,0,103
H00543,0.9011113047599792,1,0,395
H00242,0.9984173573320732,1,1,1951
H00215,0.9941141842864454,1,1,1017
A01376,0.9939175844192504,1,1,514
H00953,0.9997218475909904,1,0,316
A01014,0.9992064833641052,1,0,220
A01931,0.9938894510269164,1,0,251
A01684,0.9954061508178712,1,0,367
A01074,0.9991570711135864,1,0,452
H00788,0.9690321981906892,1,0,56
A01017,0.9992119073867798,1,0,221
H00383,0.995613123755902,1,0,344
A01230,0.6712737679481506,0,0,305
A01471,0.9986522793769836,1,1,517
H00847,0.963811881840229,1,1,1209
H00745,0.9671498201787472,1,0,213
A01573,0.6904701888561249,0,0,389
H00858,0.9642778150737286,1,0,210
A01457,0.9899105131626128,0,0,327
H00973,0.9931370732374488,1,0,202
H00775,0.9993196236900984,1,1,1177
H00618,0.9291959255933762,1,0,377
A01908,0.9991405010223388,1,0,225
H00815,0.9997466342756524,1,1,565
A01535,0.9992268085479736,1,0,315
H00329,0.7119278609752655,1,0,294
H00191,0.999477079079952,1,0,220
A01273,0.9996101120777894,0,0,306
A01556,0.9985939860343932,1,0,390
H00874,0.9996059391414748,1,1,968
A01112,0.981031121686101,0,1,516
H00658,0.7138773500919342,1,0,186
A01183,0.9368152022361756,1,0,107
A01672,0.994755101390183,0,0,469
A01417,0.9067961573600768,1,0,99
A01566,0.915727436542511,1,0,245
A01547,0.9990891218185424,1,0,313
H00913,0.9968588352203368,0,0,310
A01504,0.9995776331052184,0,0,324
H00500,0.982993395999074,1,0,393
H00045,0.999679573753383,1,0,430
A01882,0.9943055189214648,0,0,111
H00882,0.9986517945071682,1,0,305
H00597,0.991422474384308,1,0,476
A01216,0.9290249943733216,0,0,149
H00929,0.9987173561239616,1,0,248
A01828,0.9997206658008508,0,0,350
A01434,0.9984906911849976,1,0,403
H00684,0.9996921031561214,1,0,214
A01193,0.9983456134796144,1,0,183
H00655,0.9989560089306906,1,0,156
H00255,0.9245628491044044,1,0,338
H00319,0.8339417576789856,1,0,271
A01237,0.999711259821197,0,0,114
H00781,0.9987669825786724,1,1,527
H00178,0.9418716467916964,1,0,247
A01617,0.9908720338717104,0,0,215
H00064,0.9996926846797578,1,0,435
H00568,0.9205397441983224,1,0,383
H00756,0.996705365832895,1,0,341
A01099,0.9691928029060364,1,1,520
H00902,0.6920832991600037,1,0,207
A01316,0.9874508380889891,1,0,479
H00986,0.9898649305105208,1,0,247
A01104,0.9650620669126512,0,1,520
A01037,0.8985795974731445,1,0,363
H00755,0.9975734844338148,1,0,454
A01009,0.7261019945144653,1,0,144
H00183,0.9763135612010956,1,0,407
A01365,0.9853898286819458,1,0,93
A01021,0.998130977153778,1,0,206
H00033,0.99959696107544,1,0,283
A01180,0.9859071969985962,1,0,465
A01253,0.9983568787574768,1,0,262
A01390,0.9769979529082776,0,0,105
A01065,0.9953479170799256,1,0,232
H00074,0.9994075360009448,1,0,221
H00187,0.9362331628799438,0,0,235
H00645,0.9997071754187346,1,0,167
A01830,0.9861236810684204,1,0,482
H00522,0.9809780120849608,0,0,412
A01714,0.9625018835067748,1,0,164
H00556,0.9822969008237123,1,0,347
H00206,0.991162933409214,1,0,249
A01424,0.9847853183746338,1,0,277
H00766,0.9940997250378132,1,1,1207
H00814,0.9963843610603362,1,1,517
A01597,0.9991350769996644,1,0,359
H00013,0.9995581251569092,1,0,226
H00407,0.9987187408842146,1,0,504
H00652,0.969029078260064,1,0,258
H00090,0.9995116883073932,1,0,327
A01472,0.9968215227127076,1,0,460
H00211,0.9473670125007628,0,0,263
H00666,0.8722769021987915,1,0,186
A01107,0.9826384782791138,1,0,340
H00228,0.9920411873608828,1,1,1149
H00971,0.9928029486909508,1,0,212
H00504,0.9488614834845066,1,0,347
H00668,0.9995403644570616,1,0,311
A01802,0.9866188699379564,0,0,499
A01142,0.9828165601938964,0,0,354
H00864,0.9919668203219772,1,1,1096
H00928,0.9982519339537248,1,0,240
H00449,0.9827877394855022,1,0,394
A01782,0.9960935711860656,1,0,409
A01809,0.9958816766738892,1,0,472
H00926,0.8700313121080399,1,0,302
H00680,0.9970687800087036,1,0,194
H00009,0.9996679460455198,1,0,341
A01480,0.7513099312782288,1,0,334
H00076,0.9997113137505949,1,0,243
A01088,0.9968055933713912,0,0,255
A01813,0.9377216100692748,1,0,478
H00445,0.9869811153039336,1,1,2767
H00391,0.9960714634507896,1,0,367
H00318,0.999331686005462,1,0,378
A01702,0.997574508190155,1,0,412
H00299,0.9699099007993937,1,1,556
H00094,0.9996370883309282,1,0,213
A01157,0.9844402074813844,1,0,510
A01340,0.9994189669960178,0,0,489
H00120,0.9938349886797369,1,0,330
H00046,0.9955939655192196,1,0,284
H00429,0.9845529114827514,1,0,231
H00474,0.9965166489128024,1,0,326
A01651,0.7303382754325867,0,0,164
H00816,0.985232044942677,1,0,152
A01938,0.9280108213424684,1,0,105
A01545,0.837152972817421,0,0,315
H00297,0.8635913878679276,1,0,383
A01222,0.8730629682540894,1,0,435
A01041,0.8759969770908356,0,0,398
H00100,0.9992531324387528,1,0,398
A01264,0.9996993922104592,0,0,464
H00615,0.9642456918954848,1,0,345
A01244,0.9987360835075378,1,0,98
H00589,0.9944936772808431,1,0,374
H00798,0.9956249641254544,1,0,473
A01027,0.9988351464271544,1,0,447
A01076,0.9984582662582396,1,0,420
H00200,0.6838622987270355,1,0,368
H00238,0.9776956662535669,1,1,1236
H00294,0.6809782683849335,1,0,237
H00484,0.9935602713376284,1,0,288
H00779,0.9997458743746392,1,0,317
H00044,0.9947337550111116,1,0,322
A01218,0.9951303005218506,1,0,162
A01380,0.9841452240943908,1,0,238
A01359,0.7176539301872253,1,0,301
A01188,0.99922513961792,1,0,152
H00516,0.713175505399704,1,0,378
H00084,0.9996243888745084,1,0,210
H00441,0.9673493020236492,1,0,345
H00988,0.9947840725071728,1,0,252
H00314,0.9968659658916296,1,1,762
H00011,0.9996656286821236,1,0,356
H00725,0.9482949003577232,1,0,200
A01147,0.8829085379838943,0,0,413
H00996,0.9847736014053226,1,0,292
A01657,0.9777587112039328,0,0,208
H00060,0.9993714005104266,1,0,277
H00310,0.9138759821653366,1,1,616
A01297,0.996741330018267,0,0,491
H00143,0.9878904819488524,0,1,1118
H00246,0.9732195138931274,0,0,290
A01105,0.7250102758407593,1,1,519
H00203,0.9945991076529026,1,0,298
H00610,0.8937255144119263,0,0,480
H00377,0.976605735719204,1,0,312
H00223,0.9968969756737353,1,1,1194
A01946,0.9765692949295044,1,0,119
A01350,0.9956812858581544,1,0,492
H00107,0.9446687400341034,1,0,231
A01321,0.9968389652203768,0,0,486
A01855,0.9996870319882872,0,0,473
A01511,0.8715774416923523,1,0,406
A01550,0.9992287158966064,1,0,427
A01801,0.9992704389151186,0,0,485
A01343,0.998324692249298,1,0,490
H00414,0.999616148212226,1,0,371
H00165,0.9825173020362854,0,0,330
H00710,0.9994584252708592,1,0,262
H00133,0.9910801257938148,1,1,781
H00533,0.7456512451171875,1,0,364
A01236,0.999638766195858,0,0,103
A01700,0.9997280544484966,0,0,361
A01171,0.8920166492462158,0,0,140
A01368,0.9992196559906006,1,0,375
A01762,0.988109052181244,1,0,86
H00053,0.9966914446558804,1,0,299
H00906,0.927276849746704,0,0,236
A01122,0.948759075254202,0,0,373
A01092,0.9639263860881327,0,0,143
A01506,0.9992306232452391,1,0,319
A01784,0.9987732821609824,0,0,421
A01710,0.9622499495744704,0,0,199
A01788,0.9232675954699516,0,0,435
A01866,0.9997383765003178,0,0,479
H00472,0.9995029876590706,1,1,608
H00171,0.9504954554140568,1,0,207
H00296,0.9894662676379083,1,0,430
A01378,0.978594183921814,1,0,234
H00070,0.9996932165813632,1,0,302
H00784,0.9997437596321106,1,0,145
H00175,0.9972728653810918,1,1,538
H00595,0.9991694688796996,0,0,369
A01927,0.9997349282202777,0,0,384
H00511,0.9408350996673108,1,0,332
H00751,0.8013202846050262,1,0,213
H00490,0.9994573163567112,1,0,481
A01305,0.9970815731212496,0,0,484
A01462,0.9962497353553772,1,0,460
H00058,0.9784816205501556,1,0,230
A01687,0.9917685482650996,0,0,176
A01605,0.9905915856361388,1,0,408
A01869,0.6682365834712982,0,0,487
H00198,0.7495543956756592,1,0,284
H00229,0.9887144481763244,1,1,1762
H00139,0.7049556374549866,1,0,309
H00077,0.9996670848631766,1,0,151
H00254,0.7335485517978668,1,0,443
A01214,0.8356306105852127,0,0,266
A01403,0.9501325488090516,1,0,286
A01468,0.9868391156196594,1,0,450
H00388,0.9978112268727272,1,0,251
H00624,0.9951769113540648,0,0,315
A01930,0.9346840381622314,1,0,402
H00950,0.9877021908760072,0,0,220
H00696,0.99963991632103,1,1,544
H00278,0.7201313972473145,1,0,305
A01754,0.9971988599281758,0,0,445
A01254,0.9992424249649048,1,0,438
A01751,0.9756278395652772,1,0,302
H00300,0.6800685524940491,1,0,259
A01382,0.8368939906358719,0,0,223
H00202,0.9994096764712594,1,1,1177
A01474,0.9877787725999952,0,0,402
H00035,0.9990463111316784,1,0,277
A01406,0.9780208468437196,1,0,194
A01151,0.994624465238303,0,0,165
A01616,0.9797195345163344,0,0,427
A01044,0.9735312461853028,1,0,321
A01722,0.9992382526397704,1,0,321
H00796,0.9990648284438066,1,1,818
H00690,0.9997150112758392,1,0,176
H00127,0.9931816458702089,0,0,220
H00267,0.99740603659302,1,0,410
H00980,0.9635583758354188,0,0,234
A01731,0.996666133403778,1,0,305
A01696,0.999664845119696,0,0,446
A01308,0.8795701861381531,1,0,289
A01956,0.9992375373840332,1,0,130
A01155,0.7181245684623718,0,1,526
H00791,0.9989472950110212,1,1,1360
H00291,0.9493431113660336,1,0,265
A01610,0.9963487386703492,1,0,403
H00896,0.6470130681991577,1,0,293
H00260,0.9777623321861028,1,0,211
A01837,0.9987351553281768,0,0,458
A01234,0.9992332458496094,1,0,147
H00963,0.9623684883117676,0,0,298
H00564,0.9975780844688416,0,0,440
A01186,0.9630192667245864,0,0,44
H00946,0.9995705807814376,1,0,328
H00824,0.9990352041786535,1,1,824
A01580,0.996830403804779,1,0,335
H00132,0.973538339138031,0,0,220
A01683,0.9915894716978072,0,0,506
A01500,0.9877289533615112,1,0,216
H00438,0.9996309232083148,1,0,403
H00664,0.9996439244714566,1,0,198
H00952,0.987579888664186,1,0,257
H00117,0.9996326859400142,1,0,201
A01080,0.992534637451172,1,1,526
H00354,0.8417642265558243,1,1,608
H00225,0.994550185278058,1,1,2518
H00831,0.9769319407641888,1,0,56
A01673,0.9975517501588912,0,0,215
H00813,0.9973173306789248,1,1,692
H00857,0.9691919889301062,1,0,39
A01108,0.999241828918457,1,0,159
A01692,0.985975855961442,0,0,432
H00507,0.7725621908903122,1,0,437
